id,self_link,title,subtitle,authors,publisher,description,industry_identifier,reading_modes_text,reading_modes_image,page_count,categories,language,image_link,ratings_count,average_rating,sale_country,saleability,is_ebook,list_price_amount,list_price_currency,retail_price_amount,retail_price_currency,buy_link,published_date
6sx-jg6qVZcC,https://www.googleapis.com/books/v1/volumes/6sx-jg6qVZcC,"Wallaces Farmer",,,,,UCD:31175023651774,0,0,692,Agriculture,en,http://books.google.com/books/content?id=6sx-jg6qVZcC&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,
6vKC_4C8ZlYC,https://www.googleapis.com/books/v1/volumes/6vKC_4C8ZlYC,"CERN Courier",,"European Organization for Nuclear Research",,"This journal is devoted to the latest research on physics, publishing articles on everything from elementary particle behavior to black holes and the history of the universe.",MINN:31951P00977866L,0,0,564,"Nuclear energy",en,http://books.google.com/books/content?id=6vKC_4C8ZlYC&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1959
6YxHAQAAMAAJ,https://www.googleapis.com/books/v1/volumes/6YxHAQAAMAAJ,"The Chemistry and Technology of Novelty Leathers",,"Karlheinz Fuchs",,,MINN:31951D01635935F,0,0,218,"Leather industry and trade",en,http://books.google.com/books/content?id=6YxHAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1975
73okEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/73okEAAAQBAJ,"How Linux Works, 3rd Edition","What Every Superuser Should Know","Brian Ward","No Starch Press","Best-selling guide to the inner workings of the Linux operating system with over 50,000 copies sold since its original release in 2014. Linux for the Superuser Unlike some operating systems, Linux doesn’t try to hide the important bits from you—it gives you full control of your computer. But to truly master Linux, you need to understand its internals, like how the system boots, how networking works, and what the kernel actually does. In this third edition of the bestselling How Linux Works, author Brian Ward peels back the layers of this well-loved operating system to make Linux internals accessible. This edition has been thoroughly updated and expanded with added coverage of Logical Volume Manager (LVM), virtualization, and containers. You'll learn: How Linux boots, from boot loaders to init (systemd) How the kernel manages devices, device drivers, and processes How networking, interfaces, firewalls, and servers work How development tools work and relate to shared libraries How to write effective shell scripts You’ll also explore the kernel and examine key system tasks inside user-space processes, including system calls, input and output, and filesystem maintenance. With its combination of background, theory, real-world examples, and thorough explanations, How Linux Works, 3rd Edition will teach you what you need to know to take control of your operating system. NEW TO THIS EDITION: Hands-on coverage of the LVM, journald logging system, and IPv6 Additional chapter on virtualization, featuring containers and cgroups Expanded discussion of systemd Covers systemd-based installations",9781718500402,0,0,466,Computers,en,http://books.google.com/books/content?id=73okEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2021-04-19
74LhAAAAMAAJ,https://www.googleapis.com/books/v1/volumes/74LhAAAAMAAJ,"The Spectator",,,,,IND:30000070296334,0,0,868,"English literature",en,http://books.google.com/books/content?id=74LhAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1999
74tjDwAAQBAJ,https://www.googleapis.com/books/v1/volumes/74tjDwAAQBAJ,"TEST YOUR SKILLS IN PYTHON LANGUAGE","A complete questionnaire for self-assessment","Shivani Goel","BPB Publications","Description:This book gives you an opportunity to check your proficiency in Python by answering the questions in this book. The Programs / commands presented in this book are executed using Python version 3.5.2. The questions are categorized based on various facts of programming in python. The aim is to cover the topics in depth. Detailed explanation of each question helps even a novice learner.Salient features -More than 400 questions for testing skills in Python -Topics covered in sequence for novice readers -Getting started section gives a good start and overview -Questions are represented topic-wise so that a Python programmer can directly go for t--Testing a particular topic -Multiple choice questions with True/False options also -Questions based on output help to learn the programming skills and various in-built functions in Python-Better understanding through detailed explanation -Solved Model test papers help to learn theory questionsTable of Contents:Chapter 1 : Input -OutputChapter 2 : Operators and ExpressionsChapter 3 : Decision Control statementsChapter 4 : FunctionsChapter 5 : LoopsChapter 6 : ListsChapter 7 : StringsChapter 8 : Sets and DictionariesChapter 9 : TuplesChapter 10 : ClassesChapter 11 : FilesChapter 12 : GraphicsChapter 13 : In-built functionsChapter 14 : MiscellaneousAppendix A: Python keywords and their useAppendix B: Operators in Python and their precedence Appendix C: Libraries in Python and common functionsBibliographyModel Test Paper 1 (Solved)Model Test Paper 2 (Solved)Model Test Paper 3 (Unsolved)Model Test Paper 4 (Unsolved)",9789387284630,0,1,148,Computers,en,http://books.google.com/books/content?id=74tjDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,987,INR,494,INR,https://play.google.com/store/books/details?id=74tjDwAAQBAJ&rdid=book-74tjDwAAQBAJ&rdot=1&source=gbs_api,2018-06-02
7AyCDwAAQBAJ,https://www.googleapis.com/books/v1/volumes/7AyCDwAAQBAJ,"1000 Python Interview Questions and Answers","1000 most important and frequently asked interview questions and answers for cracking interviews","Vamsee Puligadda","Vamsee Puligadda","Get that job, you aspire for! Want to switch to that high paying job? Or are you already been preparing hard to give interview the next weekend? Do you know how many people get rejected in interviews by preparing only concepts but not focusing on actually which questions will be asked in the interview? Don't be that person this time. This is the most comprehensive Python language interview questions book that you can ever find out. It contains: 1000 most frequently asked and important PYTHON interview questions and answers Wide range of questions which cover not only basics in Python Language but also most advanced and complex questions which will help freshers, experienced professionals, senior developers, testers to crack their interviews.",,0,1,252,Computers,en,http://books.google.com/books/content?id=7AyCDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,207,INR,145,INR,https://play.google.com/store/books/details?id=7AyCDwAAQBAJ&rdid=book-7AyCDwAAQBAJ&rdot=1&source=gbs_api,2018-12-08
7dM9AQAAMAAJ,https://www.googleapis.com/books/v1/volumes/7dM9AQAAMAAJ,Man,"A Monthly Record of Anthropological Science",,,,CHI:39689171,0,0,236,Anthropology,en,http://books.google.com/books/content?id=7dM9AQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1909
7eB5zgEACAAJ,https://www.googleapis.com/books/v1/volumes/7eB5zgEACAAJ,"Scientific Computing with Python - Second Edition","High-performance Scientific Computing with NumPy, SciPy, and Pandas","CLAUS. FUHRER, Olivier Verdier, Jan Erik Solem",,"Leverage this example-packed, comprehensive guide for all your Python computational needs Key Features: Learn the first steps within Python to highly specialized concepts Explore examples and code snippets taken from typical programming situations within scientific computing. Delve into essential computer science concepts like iterating, object-oriented programming, testing, and MPI presented in strong connection to applications within scientific computing. Book Description: Python has tremendous potential within the scientific computing domain. This updated edition of Scientific Computing with Python features new chapters on graphical user interfaces, efficient data processing, and parallel computing to help you perform mathematical and scientific computing efficiently using Python. This book will help you to explore new Python syntax features and create different models using scientific computing principles. The book presents Python alongside mathematical applications and demonstrates how to apply Python concepts in computing with the help of examples involving Python 3.8. You'll use pandas for basic data analysis to understand the modern needs of scientific computing, and cover data module improvements and built-in features. You'll also explore numerical computation modules such as NumPy and SciPy, which enable fast access to highly efficient numerical algorithms. By learning to use the plotting module Matplotlib, you will be able to represent your computational results in talks and publications. A special chapter is devoted to SymPy, a tool for bridging symbolic and numerical computations. By the end of this Python book, you'll have gained a solid understanding of task automation and how to implement and test mathematical algorithms within the realm of scientific computing. What You Will Learn: Understand the building blocks of computational mathematics, linear algebra, and related Python objects Use Matplotlib to create high-quality figures and graphics to draw and visualize results Apply object-oriented programming (OOP) to scientific computing in Python Discover how to use pandas to enter the world of data processing Handle exceptions for writing reliable and usable code Cover manual and automatic aspects of testing for scientific programming Get to grips with parallel computing to increase computation speed Who this book is for: This book is for students with a mathematical background, university teachers designing modern courses in programming, data scientists, researchers, developers, and anyone who wants to perform scientific computation in Python.",1838822321,0,0,392,,en,http://books.google.com/books/content?id=7eB5zgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2021-07-23
7fmKzQEACAAJ,https://www.googleapis.com/books/v1/volumes/7fmKzQEACAAJ,"Program Arcade Games","With Python and Pygame","Paul Craven",,"This fine book shows you how to build fun, cool arcade games using the Python programming language and the PyGame framework, a Python-based game application development engine. Use Python and Pygame to learn and build arcade games! What You'll Learn How to create quiz games How to start using graphics How to create and animate graphics How to integrate and use game controllers How to add sound and bitmapped graphics How to build grid-based games.",OCLC:1144233927,0,0,403,"Computer games",en,,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2016
7GUKEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/7GUKEAAAQBAJ,"Beyond the Basic Stuff with Python","Best Practices for Writing Clean Code","Al Sweigart","No Starch Press","BRIDGE THE GAP BETWEEN NOVICE AND PROFESSIONAL You've completed a basic Python programming tutorial or finished Al Sweigart's bestseller, Automate the Boring Stuff with Python. What's the next step toward becoming a capable, confident software developer? Welcome to Beyond the Basic Stuff with Python. More than a mere collection of advanced syntax and masterful tips for writing clean code, you'll learn how to advance your Python programming skills by using the command line and other professional tools like code formatters, type checkers, linters, and version control. Sweigart takes you through best practices for setting up your development environment, naming variables, and improving readability, then tackles documentation, organization and performance measurement, as well as object-oriented design and the Big-O algorithm analysis commonly used in coding interviews. The skills you learn will boost your ability to program--not just in Python but in any language. You'll learn: Coding style, and how to use Python's Black auto-formatting tool for cleaner code Common sources of bugs, and how to detect them with static analyzers How to structure the files in your code projects with the Cookiecutter template tool Functional programming techniques like lambda and higher-order functions How to profile the speed of your code with Python's built-in timeit and cProfile modules The computer science behind Big-O algorithm analysis How to make your comments and docstrings informative, and how often to write them How to create classes in object-oriented programming, and why they're used to organize code Toward the end of the book you'll read a detailed source-code breakdown of two classic command-line games, the Tower of Hanoi (a logic puzzle) and Four-in-a-Row (a two-player tile-dropping game), and a breakdown of how their code follows the book's best practices. You'll test your skills by implementing the program yourself. Of course, no single book can make you a professional software developer. But Beyond the Basic Stuff with Python will get you further down that path and make you a better programmer, as you learn to write readable code that's easy to debug and perfectly Pythonic Requirements: Covers Python 3.6 and higher",9781593279660,0,0,385,Computers,en,http://books.google.com/books/content?id=7GUKEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2020-12-16
7MmeyhTnqRkC,https://www.googleapis.com/books/v1/volumes/7MmeyhTnqRkC,"Dive Into Python",,"Mark Pilgrim",Apress,"* Quick start to learning python—very example oriented approach * Book has its own Web site established by the author: http://diveintopython.org/ Author is well known in the Open Source community and the book has a unique quick approach to learning an object oriented language.",9781430207009,0,1,419,Computers,en,http://books.google.com/books/content?id=7MmeyhTnqRkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2004-07-12
7MYvSvVUHz4C,https://www.googleapis.com/books/v1/volumes/7MYvSvVUHz4C,"Head First Programming","A Learner's Guide to Programming Using the Python Language","David Griffiths, Paul Barry",""O'Reilly Media, Inc."","Looking for a reliable way to learn how to program on your own, without being overwhelmed by confusing concepts? Head First Programming introduces the core concepts of writing computer programs -- variables, decisions, loops, functions, and objects -- which apply regardless of the programming language. This book offers concrete examples and exercises in the dynamic and versatile Python language to demonstrate and reinforce these concepts. Learn the basic tools to start writing the programs that interest you, and get a better understanding of what software can (and cannot) do. When you're finished, you'll have the necessary foundation to learn any programming language or tackle any software project you choose. With a focus on programming concepts, this book teaches you how to: Understand the core features of all programming languages, including: variables, statements, decisions, loops, expressions, and operators Reuse code with functions Use library code to save time and effort Select the best data structure to manage complex data Write programs that talk to the Web Share your data with other programs Write programs that test themselves and help you avoid embarrassing coding errors We think your time is too valuable to waste struggling with new concepts. Using the latest research in cognitive science and learning theory to craft a multi-sensory learning experience, Head First Programming uses a visually rich format designed for the way your brain works, not a text-heavy approach that puts you to sleep.",9781449389130,0,1,442,Computers,en,http://books.google.com/books/content?id=7MYvSvVUHz4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2009-11-16
7P8mAQAAIAAJ,https://www.googleapis.com/books/v1/volumes/7P8mAQAAIAAJ,"New York Theatre Critics' Reviews",,,,"Theatre critics' reviews brings you the complete reviews from these New York publications and stations whenever covered by the critic: New York daily news, Wall Street journal, Time, New York post, Women's wear daily, WABC-TV, CBS-TV, New York times, Christian Science monitor, Newsweek.",STANFORD:36105013408773,0,0,386,Theater,en,http://books.google.com/books/content?id=7P8mAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1976
7qA9zQEACAAJ,https://www.googleapis.com/books/v1/volumes/7qA9zQEACAAJ,"DevOps in Python","Infrastructure as Python","Moshe Zadka",,"Explore and apply best practices for efficient application deployment. This book draws upon author Moshe Zadka's years of Dev Ops experience and focuses on the parts of Python, and the Python ecosystem, that are relevant for DevOps engineers. You'll start by writing command-line scripts and automating simple DevOps-style tasks. You'll then move on to more advanced cases, like using Jupyter as an auditable remote-control panel, and writing Ansible and Salt extensions. This work also covers how to use the AWS API to manage cloud infrastructure, and how to manage Python programs and environments on remote machines. Python was invented as a systems management language for distributed operating systems, which makes it an ideal tool for DevOps. Assuming a basic understanding of Python concepts, this book is perfect for engineers who want to move from operations/system administration into coding.",1484244346,0,0,169,"Computer science",en,http://books.google.com/books/content?id=7qA9zQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2019
7rhIEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/7rhIEAAAQBAJ,"Python for Professionals",,"Telles Matt","BPB Publications","Learn to be a Python expert in ten easy lessons! Key Featuresa- Acquire knowledge of Python programming simply and easily.a- Learn about object-oriented programming and how it applies to Python.a- Make a splash with list comprehensions, generators, and decorators.a- Learn about file processing with Python, and how it makes JSON easy to deal with.a- Work with dictionaries and sets quickly and easily.a- Learn about what others have made available in the Python world.a- Pick up tricks and tips that will make you look like a Python expert in no time.DescriptionThis book is intended for the professional programmer who wants to learn Python for their place of business, or simply to extend their knowledge. You will learn the basics of the language--from how to define variables and implement looping and conditional constructs, to working with existing code. Once we have established the baseline for writing code in Python, you'll learn how to create your own functions and classes, how to extend existing code, and how to work with Python-specific things like comprehensions and generators. With a solid foundation, you will then move on to learn about the existing Python libraries, called packages, and how to use them, as well as discovering little tips and tricks that will make you a hit with all the programmers at work, and really aid you in nailing that programming interview.What will you learnBy the time you have finished this book, you will know enough to write complex Python programs and work with existing Python code. You will find out about the packages that make Python one of the most popular programming languages and will understand the "e;Pythonic"e; way of thinking and programming. Who this book is forThis book is designed for programmers who have experience in at least one programming language. No prior Python experience is necessary, but it is assumed that you understand the basics of loops, conditionals and object-oriented constructs, such as classes. You should have or have access to a system that runs Python 3 (any version).Table of Contents1. The history and installation of Python2. Python types and constructs3. The Nuts and Bolts4. Structuring your Python projects5. Object-oriented programming with Python6. Advanced manipulations6. File input and output7. Imports and Exports8. Miscellaneous9. Not re-inventing the wheel10. Tips and TricksAbout the Author Matt Telles is a 35-year veteran in the software industry. He has worked with virtually all programming languages and has been a developer, manager, tester, and designer. He's been working on Python for several years and is constantly extending his knowledge in the field.Matt is married with three children, lives in New York, in the United States. He has a menagerie of cats, dogs and a turtle, and loves reading books on his Microsoft Surface on the train to work every morning.Your LinkedIn Profile: www.linkedin.com/in/matt-telles-362ba5",9789389423730,1,1,376,Computers,en,http://books.google.com/books/content?id=7rhIEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,987,INR,494,INR,https://play.google.com/store/books/details?id=7rhIEAAAQBAJ&rdid=book-7rhIEAAAQBAJ&rdot=1&source=gbs_api,2019-12-19
7rm0WIhFjFcC,https://www.googleapis.com/books/v1/volumes/7rm0WIhFjFcC,"Core Python Applications Programming",,"Wesley Chun","Prentice Hall","Rev. ed. of: Core Python programming / Wesley J. Chun. c2007.",9780132678209,0,0,888,Computers,en,http://books.google.com/books/content?id=7rm0WIhFjFcC&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2012
7s7cDgAAQBAJ,https://www.googleapis.com/books/v1/volumes/7s7cDgAAQBAJ,"Mastering Django: Core",,"Nigel George","Packt Publishing Ltd","Delivers absolutely everything you will ever need to know to become a master Django programmer About This Book Gain a complete understanding of Django—the most popular, Python-based web framework in the world Gain the skills to successfully designing, developing, and deploying your app This book is packaged with fully described code so you can learn the fundamentals and the advanced topics to get a complete understanding of all of Django's core functions Who This Book Is For This book assumes you have a basic understanding of the Internet and programming. Experience with Python or Django would be an advantage, but is not necessary. It is ideal for beginner to intermediate programmers looking for a fast, secure, scalable, and maintainable alternative web development platform to those based on PHP, Java, and dotNET. What You Will Learn Use Django to access user-submitted form data, validate it, and work with it Get to know advanced URLconf tips and tricks Extend Django's template system with custom code Define models and use the database API to create, retrieve, update, and delete records Fully extend and customize the default implementation as per your project's needs Test and deploy your Django application Get to know more about Django's session, cache Framework, and middleware In Detail Mastering Django: Core is a completely revised and updated version of the original Django Book, written by Adrian Holovaty and Jacob Kaplan-Moss - the creators of Django. The main goal of this book is to make you a Django expert. By reading this book, you'll learn the skills needed to develop powerful websites quickly, with code that is clean and easy to maintain. This book is also a programmer's manual that provides complete coverage of the current Long Term Support (LTS) version of Django. For developers creating applications for commercial and business critical deployments, Mastering Django: Core provides a complete, up-to-date resource for Django 1.8LTS with a stable code-base, security fixes and support out to 2018. Style and approach This comprehensive step-by-step practical guide offers a thorough understanding of all the web development concepts related to Django. In addition to explaining the features of Django, this book provides real-world experience on how these features fit together to build extraordinary apps.",9781787286344,1,1,672,Computers,en,http://books.google.com/books/content?id=7s7cDgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,3136,INR,3136,INR,https://play.google.com/store/books/details?id=7s7cDgAAQBAJ&rdid=book-7s7cDgAAQBAJ&rdot=1&source=gbs_api,2016-12-23
7T_EAAAACAAJ,https://www.googleapis.com/books/v1/volumes/7T_EAAAACAAJ,"Object-oriented Programming in Python",,"Michael H. Goldwasser, David Letscher","Prentice Hall","This book presents a balanced and flexible approach to the incorporation of object-oriented principles in introductory courses using Python. Familiarizes readers with the terminology of object-oriented programming, the concept of an object's underlying state information, and its menu of available behaviors. Includes an exclusive, easy-to-use custom graphics library that helps readers grasp both basic and more advanced concepts. Lays the groundwork for transition to other languages such as Java and C++. For those interested in learning more about object-oriented programming using Python.",0136150314,0,0,0,"Object-oriented programming (Computer science).",en,http://books.google.com/books/content?id=7T_EAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2008
7tzSBQAAQBAJ,https://www.googleapis.com/books/v1/volumes/7tzSBQAAQBAJ,"Python for Finance","Analyze Big Financial Data","Yves Hilpisch",""O'Reilly Media, Inc."","The financial industry has adopted Python at a tremendous rate recently, with some of the largest investment banks and hedge funds using it to build core trading and risk management systems. This hands-on guide helps both developers and quantitative analysts get started with Python, and guides you through the most important aspects of using Python for quantitative finance. Using practical examples through the book, author Yves Hilpisch also shows you how to develop a full-fledged framework for Monte Carlo simulation-based derivatives and risk analytics, based on a large, realistic case study. Much of the book uses interactive IPython Notebooks, with topics that include: Fundamentals: Python data structures, NumPy array handling, time series analysis with pandas, visualization with matplotlib, high performance I/O operations with PyTables, date/time information handling, and selected best practices Financial topics: mathematical techniques with NumPy, SciPy and SymPy such as regression and optimization; stochastics for Monte Carlo simulation, Value-at-Risk, and Credit-Value-at-Risk calculations; statistics for normality tests, mean-variance portfolio optimization, principal component analysis (PCA), and Bayesian regression Special topics: performance Python for financial algorithms, such as vectorization and parallelization, integrating Python with Excel, and building financial applications based on Web technologies",9781491945384,1,1,750,Computers,en,http://books.google.com/books/content?id=7tzSBQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2014-12-11
7U1CIoOs5AkC,https://www.googleapis.com/books/v1/volumes/7U1CIoOs5AkC,"Python Essential Reference",,"David M Beazley","Addison-Wesley Professional","Python Essential Reference is the definitive reference guide to the Python programming language — the one authoritative handbook that reliably untangles and explains both the core Python language and the most essential parts of the Python library. Designed for the professional programmer, the book is concise, to the point, and highly accessible. It also includes detailed information on the Python library and many advanced subjects that is not available in either the official Python documentation or any other single reference source. Thoroughly updated to reflect the significant new programming language features and library modules that have been introduced in Python 2.6 and Python 3, the fourth edition of Python Essential Reference is the definitive guide for programmers who need to modernize existing Python code or who are planning an eventual migration to Python 3. Programmers starting a new Python project will find detailed coverage of contemporary Python programming idioms. This fourth edition of Python Essential Reference features numerous improvements, additions, and updates: Coverage of new language features, libraries, and modules Practical coverage of Python's more advanced features including generators, coroutines, closures, metaclasses, and decorators Expanded coverage of library modules related to concurrent programming including threads, subprocesses, and the new multiprocessing module Up-to-the-minute coverage of how to use Python 2.6’s forward compatibility mode to evaluate code for Python 3 compatibility Improved organization for even faster answers and better usability Updates to reflect modern Python programming style and idioms Updated and improved example code Deep coverage of low-level system and networking library modules — including options not covered in the standard documentation",9780768687026,1,1,745,Computers,en,http://books.google.com/books/content?id=7U1CIoOs5AkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,2463,INR,2463,INR,https://play.google.com/store/books/details?id=7U1CIoOs5AkC&rdid=book-7U1CIoOs5AkC&rdot=1&source=gbs_api,2009-06-29
7zhDDwAAQBAJ,https://www.googleapis.com/books/v1/volumes/7zhDDwAAQBAJ,"Pandas for Everyone","Python Data Analysis","Daniel Y. Chen","Addison-Wesley Professional","The Hands-On, Example-Rich Introduction to Pandas Data Analysis in Python Today, analysts must manage data characterized by extraordinary variety, velocity, and volume. Using the open source Pandas library, you can use Python to rapidly automate and perform virtually any data analysis task, no matter how large or complex. Pandas can help you ensure the veracity of your data, visualize it for effective decision-making, and reliably reproduce analyses across multiple datasets. Pandas for Everyone brings together practical knowledge and insight for solving real problems with Pandas, even if you’re new to Python data analysis. Daniel Y. Chen introduces key concepts through simple but practical examples, incrementally building on them to solve more difficult, real-world problems. Chen gives you a jumpstart on using Pandas with a realistic dataset and covers combining datasets, handling missing data, and structuring datasets for easier analysis and visualization. He demonstrates powerful data cleaning techniques, from basic string manipulation to applying functions simultaneously across dataframes. Once your data is ready, Chen guides you through fitting models for prediction, clustering, inference, and exploration. He provides tips on performance and scalability, and introduces you to the wider Python data analysis ecosystem. Work with DataFrames and Series, and import or export data Create plots with matplotlib, seaborn, and pandas Combine datasets and handle missing data Reshape, tidy, and clean datasets so they’re easier to work with Convert data types and manipulate text strings Apply functions to scale data manipulations Aggregate, transform, and filter large datasets with groupby Leverage Pandas’ advanced date and time capabilities Fit linear models using statsmodels and scikit-learn libraries Use generalized linear modeling to fit models with different response variables Compare multiple models to select the “best” Regularize to overcome overfitting and improve performance Use clustering in unsupervised machine learning",9780134547053,1,1,1093,Computers,en,http://books.google.com/books/content?id=7zhDDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,2889,INR,2889,INR,https://play.google.com/store/books/details?id=7zhDDwAAQBAJ&rdid=book-7zhDDwAAQBAJ&rdot=1&source=gbs_api,2017-12-15
8-JkAAAAMAAJ,https://www.googleapis.com/books/v1/volumes/8-JkAAAAMAAJ,"Rating the Movie Stars for Home Video, TV, Cable",,"Joel Hirschhorn",Crescent,,UOM:39015059189764,0,0,388,"Motion picture actors and actresses",en,http://books.google.com/books/content?id=8-JkAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1983
8-qkuAAACAAJ,https://www.googleapis.com/books/v1/volumes/8-qkuAAACAAJ,"An Introduction to Python",,"Guido Van Rossum, Fred L. Drake Jr","Network Theory.",""This manual is part of the official reference documentation for Python, an object-oriented programming language created by Guido van Rossum. Python is free software. The term “free software” refers to your freedom to run, copy, distribute, study, change and improve the software. With Python you have all these freedoms. You can support free software by becoming an associate member of the Free Software Foundation. The Free Software Foundation is a tax-exempt charity dedicated to promoting the right to use, study, copy, modify, and redistribute computer programs. It also helps to spread awareness of the ethical and political issues of freedom in the use of software. For more information visit the website www.fsf.org. The development of Python itself is supported by the Python Software Foundation. Companies using Python can invest in the language by becoming sponsoring members of this group. Donations can also be made online through the Python website. Further information is available at http://www.python.org/psf/."--Page 1.",1906966133,0,0,164,"Python (Computer program language)",en,http://books.google.com/books/content?id=8-qkuAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2011-03
86MqEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/86MqEAAAQBAJ,"Basic Core Python Programming","A Complete Reference Book to Master Python with Practical Applications (English Edition)","Meenu Kohli","BPB Publications","Learn the most popular software programming language in easy steps Ê KEY FEATURESÊÊ _ Extensive coverage on fundamentals and core concepts of Python programming. _ A complete reference guide to crack Python Interviews and exams. _ Includes ample MCQs and solved examples to prepare you for theory and practical exams. _ Easy-to-understand text with explanatory illustrations. DESCRIPTIONÊ Basic Core Python Programming is an absolute beginners book. It focuses on the fundamentals of Python programming and simplifies coding concepts. This book makes it easy to learn the concepts of Python variables, Expressions, Decision structures, and Iteration. Equipped with a lot of exercises and Q&As, you donÕt just practice the programming but also gain an in-depth understanding of the basic concepts of Python. You will start your journey right from how to go about Python installation and start using its interactive development environment and go on to learn how to build logic and implement it with coding. You will explore different types of data, operators, and in-built functions. This book covers numerous coding examples that will help you understand the importance of each data type, how to work with each one of them, and when to use them. You can learn some more practical useful concepts like how to implement control structures and use them for decision making and controlling the program flow. WHAT YOU WILL LEARN _ Stronghold on Python variables, expressions, decision structures, and iterations. _ Practical knowledge on how to work with various data types, operators, and in-built functions. _ Learn to implement strings, lists, arrays, and control structures. _ Learn how to control the program flow and how to use it for decision-making. _ A great reference book on Python basics for software programmers. WHO THIS BOOK IS FORÊÊ This book is highly appealing to all tech-savvy students, programming enthusiasts, IT undergraduates, and computer science students. You do not need any prior knowledge Êof programming to begin with this book as long as you have the interest to learn to program. TABLE OF CONTENTS 1. Introduction 2. Python Basics 3. Numbers, Operators, and In-built Functions 4. Strings 5. Lists and Arrays 6. Tuples and Dictionaries 7. Sets and Frozen Sets 8. Program Flow Control in Python",9789390684953,1,1,420,Computers,en,http://books.google.com/books/content?id=86MqEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,987,INR,494,INR,https://play.google.com/store/books/details?id=86MqEAAAQBAJ&rdid=book-86MqEAAAQBAJ&rdot=1&source=gbs_api,2021-04-21
